TUB-026-240078	Sch 80	TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-026-240082	Sch 60	TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-026-240999		TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-026-260002		TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-026-260006		TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-026-260999		TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-026-300001	Sch 10	TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-026-300005		TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-026-300033	Sch 20	TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-026-300999		TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-026-320001		TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-026-320999		TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-026-360001		TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-026-360016		TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-026-360019		TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-026-360999		TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-026-380001		TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-026-400999		TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-026-420001		TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-026-420011		TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-026-420999		TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-026-480001		TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-026-480999		TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-026-520001		TUBO; AC; API 5L GR B PSL1; C/C; PC; B36.10
TUB-027-140010	Sch 40S	TUBO; AI; A358 GR 304 CL 2; C/C; PC; B36.19
TUB-027-140037	Sch 10S	TUBO; AI; A358 GR 304 CL 2; C/C; PC; B36.19
TUB-027-160009	Sch 40S	TUBO; AI; A358 GR 304 CL 2; C/C; PC; B36.19
TUB-027-160030	Sch 80S	TUBO; AI; A358 GR 304 CL 2; C/C; PC; B36.19
TUB-027-160041	Sch 10S	TUBO; AI; A358 GR 304 CL 2; C/C; PC; B36.19
TUB-027-180006	Sch 40S	TUBO; AI; A358 GR 304 CL 2; C/C; PC; B36.19
TUB-027-180032	Sch 10S	TUBO; AI; A358 GR 304 CL 2; C/C; PC; B36.19
TUB-027-180049	Sch 80S	TUBO; AI; A358 GR 304 CL 2; C/C; PC; B36.19
TUB-027-200005	Sch 40S	TUBO; AI; A358 GR 304 CL 2; C/C; PC; B36.19
TUB-027-200034	Sch 10S	TUBO; AI; A358 GR 304 CL 2; C/C; PC; B36.19
TUB-027-200049	Sch 80S	TUBO; AI; A358 GR 304 CL 2; C/C; PC; B36.19
TUB-027-240004	Sch 40S	TUBO; AI; A358 GR 304 CL 2; C/C; PC; B36.19
TUB-027-240047	Sch 10S	TUBO; AI; A358 GR 304 CL 2; C/C; PC; B36.19
TUB-027-240062	Sch 80S	TUBO; AI; A358 GR 304 CL 2; C/C; PC; B36.19
TUB-028-030040	Sch 40	TUBO METÁLICO; AC; A106 GR B; S/C; PC; POLIET; B36.10
TUB-028-040045	Sch 40	TUBO METÁLICO; AC; A106 GR B; S/C; PC; POLIET; B36.10
TUB-028-060053	Sch 40	TUBO METÁLICO; AC; A106 GR B; S/C; PC; POLIET; B36.10
TUB-028-080061	Sch 40	TUBO METÁLICO; AC; A106 GR B; S/C; PC; POLIET; B36.10
TUB-028-100067	Sch 40	TUBO METÁLICO; AC; A106 GR B; S/C; PC; POLIET; B36.10
TUB-029-140010	Sch 40S	TUBO; AI; A358 GR 304H CL 1; C/C; PC; B36.19
TUB-029-160009	Sch 40S	TUBO; AI; A358 GR 304H CL 1; C/C; PC; B36.19
TUB-029-180006	Sch 40S	TUBO; AI; A358 GR 304H CL 1; C/C; PC; B36.19
TUB-029-200005	Sch 40S	TUBO; AI; A358 GR 304H CL 1; C/C; PC; B36.19
TUB-029-220014		TUBO; AI; A358 GR 304H CL 1; C/C; PC; B36.19
TUB-029-240062	Sch 80S	TUBO; AI; A358 GR 304H CL 1; C/C; PC; B36.19
TUB-029-260999		TUBO; AI; A358 GR 304H CL 1; C/C; PC; B36.19
TUB-029-300999		TUBO; AI; A358 GR 304H CL 1; C/C; PC; B36.19
TUB-030-140013	Sch 20	TUBO METÁLICO; AI; A358 GR 321 (MÁX. 0,04% C); C/C; PC; B36.19
TUB-030-160012	Sch 20	TUBO METÁLICO; AI; A358 GR 321 (MÁX. 0,04% C); C/C; PC; B36.19
TUB-030-180011	Sch 20	TUBO METÁLICO; AI; A358 GR 321 (MÁX. 0,04% C); C/C; PC; B36.19
TUB-030-200005	Sch 40S	TUBO METÁLICO; AI; A358 GR 321 (MÁX. 0,04% C); C/C; PC; B36.19
TUB-030-220009		TUBO METÁLICO; AI; A358 GR 321 (MÁX. 0,04% C); C/C; PC; B36.19
TUB-030-240062	Sch 80S	TUBO METÁLICO; AI; A358 GR 321 (MÁX. 0,04% C); C/C; PC; B36.19
TUB-030-260036		TUBO METÁLICO; AI; A358 GR 321 (MÁX. 0,04% C); C/C; PC; B36.19
TUB-030-300033		TUBO METÁLICO; AI; A358 GR 321 (MÁX. 0,04% C); C/C; PC; B36.19
TUB-030-320999		TUBO METÁLICO; AI; A358 GR 321 (MÁX. 0,04% C); C/C; PC; B36.19
TUB-030-360999		TUBO METÁLICO; AI; A358 GR 321 (MÁX. 0,04% C); C/C; PC; B36.19
TUB-033-120025	Sch 40	TUBO; AC; A672 GR B60 CL 22; C/C; PC; B36.10
TUB-033-120047	Sch 20	TUBO; AC; A672 GR B60 CL 22; C/C; PC; B36.10
TUB-033-120999		TUBO; AC; A672 GR B60 CL 22; C/C; PC; B36.10
TUB-033-140010	Sch 30	TUBO; AC; A672 GR B60 CL 22; C/C; PC; B36.10
TUB-033-140013	Sch 20	TUBO; AC; A672 GR B60 CL 22; C/C; PC; B36.10
TUB-033-140031	Sch 40	TUBO; AC; A672 GR B60 CL 22; C/C; PC; B36.10
TUB-033-140047	Sch 10	TUBO; AC; A672 GR B60 CL 22; C/C; PC; B36.10
TUB-033-140999		TUBO; AC; A672 GR B60 CL 22; C/C; PC; B36.10
TUB-033-160009	Sch 30	TUBO; AC; A672 GR B60 CL 22; C/C; PC; B36.10
TUB-033-160012	Sch 20	TUBO; AC; A672 GR B60 CL 22; C/C; PC; B36.10
TUB-033-160030	Sch 40	TUBO; AC; A672 GR B60 CL 22; C/C; PC; B36.10
